Order ID,Order Date,Customer ID,Customer Name,Address Line 1,City,Country,Postcode,Loyalty Card,Product ID,Coffee Type,Roast Type,Quantity,Size,Unit Price,Price per 100g,Profit,Sales
XUS-73326-418,18-12-2020,37078-56703-AF,Gussy Broadbear,0 Manitowish Hill,Columbia,United States,65211,No,E-L-1,Excelsa,Light,6,1,14.85,1.485,1.6335,89.1
XWD-18933-006,31-08-2019,79420-11075-MY,Emlynne Palfrey,2793 Vera Point,Fort Wayne,United States,46852,Yes,A-L-0.2,Arabica,Light,2,0.2,3.885,1.9425,0.34965,7.77
HPD-65272-772,25-02-2019,57504-13456-UO,Parsifal Metrick,091 Old Gate Road,Saint Louis,United States,63143,Yes,L-M-2.5,Liberica,Medium,1,2.5,33.465,1.3386,4.35045,33.465
JEG-93140-224,07-02-2021,53751-57560-CN,Christopher Grieveson,91 Old Gate Road,Portland,United States,97211,Yes,E-M-0.5,Excelsa,Medium,5,0.5,8.25,1.65,0.9075,41.25
NNH-62058-950,14-01-2021,96112-42558-EA,Karlan Karby,4 Linden Park,Boulder,United States,80305,Yes,E-L-1,Excelsa,Light,4,1,14.85,1.485,1.6335,59.4
LTD-71429-845,24-02-2019,03157-23165-UB,Flory Crumpe,1 Hanover Terrace,Norton,United Kingdom,NN11,No,A-L-0.5,Arabica,Light,1,0.5,7.77,1.554,0.6993,7.77
MPV-26985-215,23-06-2019,51466-52850-AG,Amity Chatto,2 Morrow Hill,Sheffield,United Kingdom,S33,Yes,R-D-0.5,Robust,Dark,1,0.5,5.37,1.074,0.3222,5.37
IYO-10245-081,09-05-2020,57145-31023-FK,Nanine McCarthy,27 Pine View Crossing,Louisville,United States,40298,No,E-M-2.5,Excelsa,Medium,3,2.5,31.625,1.265,3.47875,94.875
BYZ-39669-954,18-07-2020,66408-53777-VE,Lyndsey Megany,7536 Homewood Place,Buffalo,United States,14276,No,L-L-2.5,Liberica,Light,1,2.5,36.455,1.4582,4.73915,36.455
EFB-72860-209,17-10-2019,53035-99701-WG,Byram Mergue,801 Sloan Plaza,Canton,United States,44710,Yes,A-M-0.2,Arabica,Medium,4,0.2,3.375,1.6875,0.30375,13.5
GMM-72397-378,16-05-2022,45899-92796-EI,Kerr Patise,2469 Hayes Lane,Boston,United States,2114,No,R-L-0.2,Robust,Light,4,0.2,3.585,1.7925,0.2151,14.34
LYP-52345-883,24-03-2021,17649-28133-PY,Mathew Goulter,3 Sunfield Terrace,Kinlough,Ireland,F94,Yes,E-M-0.5,Excelsa,Medium,1,0.5,8.25,1.65,0.9075,8.25
DFK-35846-692,03-11-2019,49612-33852-CN,Marris Grcic,758 Acker Point,Lynchburg,United States,24515,Yes,R-D-0.2,Robust,Dark,5,0.2,2.685,1.3425,0.1611,13.425
XAH-93337-609,28-10-2021,66976-43829-YG,Domeniga Duke,472 Mosinee Crossing,Los Angeles,United States,90071,No,A-D-1,Arabica,Dark,5,1,9.95,0.995,0.8955,49.75
QKA-72582-644,16-12-2020,64852-04619-XZ,Violante Skouling,9366 Bunting Center,Drumcondra,Ireland,D11,No,E-M-0.5,Excelsa,Medium,2,0.5,8.25,1.65,0.9075,16.5
ZDK-84567-102,29-11-2021,58690-31815-VY,Isidore Hussey,641 Birchwood Place,Birmingham,United States,35236,No,A-D-0.5,Arabica,Dark,3,0.5,5.97,1.194,0.5373,17.91
WAV-38301-984,20-03-2021,62863-81239-DT,Cassie Pinkerton,5205 Graceland Point,Alexandria,United States,22309,No,A-D-0.5,Arabica,Dark,5,0.5,5.97,1.194,0.5373,29.85
KZR-33023-209,08-04-2022,21177-40725-CF,Micki Fero,9 Burrows Way,Danbury,United States,6816,No,E-L-1,Excelsa,Light,3,1,14.85,1.485,1.6335,44.55
ULM-49433-003,14-08-2020,99421-80253-UI,Cybill Graddell,8 Reindahl Alley,Albany,United States,12205,No,E-M-1,Excelsa,Medium,2,1,13.75,1.375,1.5125,27.5
SIB-83254-136,12-05-2019,45315-50206-DK,Dorian Vizor,6023 Novick Parkway,Naples,United States,34108,Yes,R-M-0.5,Robust,Medium,6,0.5,5.97,1.194,0.3582,35.82
NOK-50349-551,03-03-2021,09595-95726-OV,Eddi Sedgebeer,9715 Shopko Hill,Miami Beach,United States,33141,Yes,R-D-0.5,Robust,Dark,3,0.5,5.37,1.074,0.3222,16.11
YIS-96268-844,11-02-2020,60221-67036-TD,Ken Lestrange,1961 Sage Way,Atlanta,United States,30358,Yes,E-L-0.2,Excelsa,Light,6,0.2,4.455,2.2275,0.49005,26.73
CXI-04933-855,27-04-2019,62923-29397-KX,Lacee Tanti,29668 Bashford Trail,Corpus Christi,United States,78405,Yes,E-L-2.5,Excelsa,Light,6,2.5,34.155,1.3662,3.75705,204.93
IZU-90429-382,26-03-2022,33011-52383-BA,Arel De Lasci,80254 Cherokee Alley,Honolulu,United States,96835,Yes,A-L-1,Arabica,Light,3,1,12.95,1.295,1.1655,38.85
WIT-40912-783,28-09-2020,86768-91598-FA,Trescha Jedrachowicz,4019 Hagan Plaza,Austin,United States,78737,Yes,L-D-0.2,Liberica,Dark,4,0.2,3.885,1.9425,0.50505,15.54
PSD-57291-590,24-10-2019,37191-12203-MX,Perkin Stonner,09771 Rigney Center,Baltimore,United States,21290,No,A-M-0.5,Arabica,Medium,1,0.5,6.75,1.35,0.6075,6.75
GOI-41472-677,04-08-2021,16545-76328-JY,Darrin Tingly,6094 Dawn Junction,Lexington,United States,40596,Yes,E-D-2.5,Excelsa,Dark,4,2.5,27.945,1.1178,3.07395,111.78
RDM-99811-230,27-11-2019,22349-47389-GY,Benn Checci,88 West Avenue,Eaton,United Kingdom,DN22,No,L-M-0.2,Liberica,Medium,5,0.2,4.365,2.1825,0.56745,21.825
JTU-55897-581,29-02-2020,70290-38099-GB,Janifer Bagot,8580 Autumn Leaf Trail,Lincoln,United States,68505,No,R-M-0.2,Robust,Medium,5,0.2,2.985,1.4925,0.1791,14.925
CRK-07584-240,31-01-2021,18741-72071-PP,Ermin Beeble,14777 Leroy Avenue,Cincinnati,United States,45254,Yes,A-M-1,Arabica,Medium,3,1,11.25,1.125,1.0125,33.75
MKE-75518-399,17-06-2022,62588-82624-II,Cos Fluin,88 Jenna Point,Sheffield,United Kingdom,S33,No,A-M-1,Arabica,Medium,3,1,11.25,1.125,1.0125,33.75
AEL-51169-725,03-02-2020,37430-29579-HD,Eveleen Bletsor,9076 Manley Center,West Hartford,United States,6127,Yes,L-M-0.2,Liberica,Medium,6,0.2,4.365,2.1825,0.56745,26.19
ZGM-83108-823,25-01-2022,84132-22322-QT,Paola Brydell,826 Judy Alley,Listowel,Ireland,V31,No,E-L-1,Excelsa,Light,1,1,14.85,1.485,1.6335,14.85
KTX-17944-494,29-12-2019,74330-29286-RO,Claudetta Rushe,7 Corben Plaza,Charlotte,United States,28299,Yes,A-L-0.2,Arabica,Light,1,0.2,3.885,1.9425,0.34965,3.885
JBP-78754-392,30-04-2020,74330-29286-RO,Claudetta Rushe,7 Corben Plaza,Charlotte,United States,28299,Yes,E-M-2.5,Excelsa,Medium,6,2.5,31.625,1.265,3.47875,189.75
RNH-54912-747,01-05-2021,37445-17791-NQ,Natka Leethem,12 Stone Corner Avenue,Alexandria,United States,71307,Yes,R-M-0.5,Robust,Medium,1,0.5,5.97,1.194,0.3582,5.97
JDS-33440-914,28-10-2021,58511-10548-ZU,Ailene Nesfield,59 Rieder Lane,Belfast,United Kingdom,BT2,Yes,R-M-1,Robust,Medium,3,1,9.95,0.995,0.597,29.85
SYX-48878-182,29-08-2021,47725-34771-FJ,Stacy Pickworth,81014 Delladonna Terrace,Las Vegas,United States,89115,No,R-D-1,Robust,Dark,5,1,8.95,0.895,0.537,44.75
ZGD-94763-868,27-12-2019,53086-67334-KT,Melli Brockway,0528 Thackeray Pass,Des Moines,United States,50369,Yes,E-L-2.5,Excelsa,Light,1,2.5,34.155,1.3662,3.75705,34.155
CZY-70361-485,25-06-2019,83308-82257-UN,Nanny Lush,1 Annamark Drive,Ballivor,Ireland,D17,No,E-L-2.5,Excelsa,Light,6,2.5,34.155,1.3662,3.75705,204.93
RJR-12175-899,02-03-2019,37274-08534-FM,Selma McMillian,6404 Heffernan Junction,Akron,United States,44315,No,E-D-0.5,Excelsa,Dark,3,0.5,7.29,1.458,0.8019,21.87
OVI-27064-381,13-11-2019,37274-08534-FM,Selma McMillian,6404 Heffernan Junction,Akron,United States,44315,No,R-D-0.5,Robust,Dark,3,0.5,5.37,1.074,0.3222,16.11
ELB-07929-407,02-01-2022,54004-04664-AA,Tess Bennison,00225 Fieldstone Center,West Palm Beach,United States,33405,Yes,A-M-2.5,Arabica,Medium,2,2.5,25.875,1.035,2.32875,51.75
UJQ-54441-340,30-07-2019,26822-19510-SD,Gabie Tweed,0 Fairview Lane,Fresno,United States,93715,Yes,E-M-0.2,Excelsa,Medium,2,0.2,4.125,2.0625,0.45375,8.25
UJQ-54441-340,30-07-2019,26822-19510-SD,Gabie Tweed,0 Fairview Lane,Fresno,United States,93715,Yes,A-L-0.2,Arabica,Light,5,0.2,3.885,1.9425,0.34965,19.425
OWY-43108-475,05-12-2020,06432-73165-ML,Gaile Goggin,654 Mandrake Plaza,Sandyford,Ireland,D04,Yes,A-M-0.2,Arabica,Medium,6,0.2,3.375,1.6875,0.30375,20.25
GNO-91911-159,17-12-2020,96503-31833-CW,Skylar Jeyness,43 Fremont Point,Dublin,Ireland,D04,No,L-D-0.5,Liberica,Dark,3,0.5,7.77,1.554,1.0101,23.31
CNY-06284-066,26-06-2021,63985-64148-MG,Donica Bonhome,73509 Victoria Junction,Knoxville,United States,37924,Yes,E-D-0.2,Excelsa,Dark,5,0.2,3.645,1.8225,0.40095,18.225
OQS-46321-904,20-07-2019,19597-91185-CM,Diena Peetermann,05926 Northfield Parkway,Shawnee Mission,United States,66276,No,E-M-1,Excelsa,Medium,1,1,13.75,1.375,1.5125,13.75
IBW-87442-480,14-07-2022,79814-23626-JR,Trina Le Sarr,96 Rigney Trail,San Francisco,United States,94132,Yes,A-L-2.5,Arabica,Light,1,2.5,29.785,1.1914,2.68065,29.785
DGZ-82537-477,14-08-2020,43439-94003-DW,Flynn Antony,5678 Doe Crossing Junction,Birmingham,United States,35244,No,R-D-1,Robust,Dark,5,1,8.95,0.895,0.537,44.75
YPT-95383-088,03-10-2021,43439-94003-DW,Flynn Antony,5678 Doe Crossing Junction,Birmingham,United States,35244,No,E-D-2.5,Excelsa,Dark,2,2.5,27.945,1.1178,3.07395,55.89
DKM-97676-850,02-06-2020,43439-94003-DW,Flynn Antony,5678 Doe Crossing Junction,Birmingham,United States,35244,No,E-D-0.5,Excelsa,Dark,5,0.5,7.29,1.458,0.8019,36.45
WUG-76466-650,22-02-2021,43439-94003-DW,Flynn Antony,5678 Doe Crossing Junction,Birmingham,United States,35244,No,L-D-0.5,Liberica,Dark,3,0.5,7.77,1.554,1.0101,23.31
LPS-39089-432,24-04-2019,97655-45555-LI,Baudoin Alldridge,14 Oriole Hill,Brooklyn,United States,11215,Yes,R-D-1,Robust,Dark,5,1,8.95,0.895,0.537,44.75
MQU-86100-929,04-06-2019,64418-01720-VW,Homer Dulany,1988 Autumn Leaf Crossing,El Paso,United States,79934,Yes,L-L-0.5,Liberica,Light,4,0.5,9.51,1.902,1.2363,38.04
XUR-14132-391,08-08-2022,96836-09258-RI,Lisa Goodger,86634 Nova Plaza,Sacramento,United States,94250,Yes,R-D-0.5,Robust,Dark,4,0.5,5.37,1.074,0.3222,21.48
SHP-17012-870,07-06-2020,69529-07533-CV,Corine Drewett,1881 Elgar Parkway,Boynton Beach,United States,33436,Yes,R-M-2.5,Robust,Medium,1,2.5,22.885,0.9154,1.3731,22.885
FDY-03414-903,12-08-2019,94840-49457-UD,Quinn Parsons,47 Farwell Park,Los Angeles,United States,90094,Yes,A-D-0.5,Arabica,Dark,3,0.5,5.97,1.194,0.5373,17.91
WXT-85291-143,04-09-2019,81414-81273-DK,Vivyan Ceely,080 Stoughton Hill,Baltimore,United States,21275,Yes,R-M-0.5,Robust,Medium,4,0.5,5.97,1.194,0.3582,23.88
QNP-18893-547,04-10-2019,76930-61689-CH,Elonore Goodings,7 Grim Point,Salt Lake City,United States,84125,No,R-L-1,Robust,Light,5,1,11.95,1.195,0.717,59.75
DOH-92927-530,24-02-2020,12839-56537-TQ,Clement Vasiliev,49 Eliot Alley,Garland,United States,75049,Yes,L-L-0.2,Liberica,Light,6,0.2,4.755,2.3775,0.61815,28.53
HGJ-82768-173,26-08-2021,62741-01322-HU,Terencio O'Moylan,19 Kings Pass,Church End,United Kingdom,CB4,No,A-M-1,Arabica,Medium,4,1,11.25,1.125,1.0125,45
OYH-16533-767,13-06-2020,44932-34838-RM,Wyatan Fetherston,74 Morning Avenue,New York City,United States,10184,No,E-L-1,Excelsa,Light,4,1,14.85,1.485,1.6335,59.4
DWW-28642-549,01-03-2021,91181-19412-RQ,Emmaline Rasmus,045 Jackson Junction,Boston,United States,2216,Yes,E-D-0.2,Excelsa,Dark,2,0.2,3.645,1.8225,0.40095,7.29
CGO-79583-871,04-03-2019,37182-54930-XC,Wesley Giorgioni,45 Trailsway Avenue,San Francisco,United States,94132,Yes,E-D-0.5,Excelsa,Dark,1,0.5,7.29,1.458,0.8019,7.29
TFY-52090-386,13-10-2019,08613-17327-XT,Lucienne Scargle,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,E-L-0.5,Excelsa,Light,2,0.5,8.91,1.782,0.9801,17.82
TFY-52090-386,13-10-2019,08613-17327-XT,Lucienne Scargle,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,L-D-0.5,Liberica,Dark,5,0.5,7.77,1.554,1.0101,38.85
NYY-73968-094,15-08-2019,70451-38048-AH,Noam Climance,34 Orin Crossing,Seattle,United States,98148,No,R-D-0.5,Robust,Dark,6,0.5,5.37,1.074,0.3222,32.22
QEY-71761-460,29-11-2021,35442-75769-PL,Catarina Donn,74 Logan Avenue,Dunmanway,Ireland,P47,Yes,R-M-1,Robust,Medium,2,1,9.95,0.995,0.597,19.9
GKQ-82603-910,19-01-2020,83737-56117-JE,Ameline Snazle,246 Katie Terrace,Montgomery,United States,36109,No,R-L-1,Robust,Light,5,1,11.95,1.195,0.717,59.75
IOB-32673-745,28-05-2021,07095-81281-NJ,Rebeka Worg,8753 Texas Court,Dallas,United States,75372,Yes,A-L-0.5,Arabica,Light,3,0.5,7.77,1.554,0.6993,23.31
YAU-98893-150,15-01-2022,77043-48851-HG,Lewes Danes,37 Graedel Court,Topeka,United States,66622,No,L-M-1,Liberica,Medium,3,1,14.55,1.455,1.8915,43.65
XNM-14163-951,04-12-2019,78224-60622-KH,Shelli Keynd,9 Iowa Court,Tyler,United States,75799,No,E-L-2.5,Excelsa,Light,6,2.5,34.155,1.3662,3.75705,204.93
JPB-45297-000,01-07-2022,83105-86631-IU,Dell Daveridge,09652 Crowley Lane,Los Angeles,United States,90065,No,R-L-0.2,Robust,Light,4,0.2,3.585,1.7925,0.2151,14.34
MOU-74341-266,07-05-2019,99358-65399-TC,Joshuah Awdry,7961 Blackbird Road,Shreveport,United States,71137,No,A-D-0.5,Arabica,Dark,4,0.5,5.97,1.194,0.5373,23.88
DHJ-87461-571,23-08-2020,94525-76037-JP,Ethel Ryles,8 Schurz Place,Boise,United States,83722,No,A-M-1,Arabica,Medium,2,1,11.25,1.125,1.0125,22.5
UEB-09112-118,30-01-2020,82718-93677-XO,Maitilde Boxill,65 Cardinal Plaza,Montgomery,United States,36177,Yes,A-M-0.5,Arabica,Medium,4,0.5,6.75,1.35,0.6075,27
ORZ-67699-748,15-02-2020,44708-78241-DF,Jodee Caldicott,2690 Oak Way,Fort Pierce,United States,34981,No,A-M-2.5,Arabica,Medium,6,2.5,25.875,1.035,2.32875,155.25
JXP-28398-485,11-06-2021,23039-93032-FN,Marianna Vedmore,368 Waubesa Way,Greensboro,United States,27415,Yes,A-D-2.5,Arabica,Dark,5,2.5,22.885,0.9154,2.05965,114.425
WWH-92259-198,11-03-2022,35256-12529-FT,Willey Romao,013 Vernon Way,Sacramento,United States,94237,Yes,L-D-1,Liberica,Dark,4,1,12.95,1.295,1.6835,51.8
FLR-82914-153,09-09-2021,86100-33488-WP,Enriqueta Ixor,068 Meadow Ridge Lane,Round Rock,United States,78682,No,A-M-2.5,Arabica,Medium,6,2.5,25.875,1.035,2.32875,155.25
AMB-93600-000,14-05-2019,64435-53100-WM,Tomasina Cotmore,2146 Helena Court,Reston,United States,22096,No,A-L-2.5,Arabica,Light,1,2.5,29.785,1.1914,2.68065,29.785
FEP-36895-658,08-04-2019,44699-43836-UH,Yuma Skipsey,321 Killdeer Center,Charlton,United Kingdom,OX12,No,R-L-0.2,Robust,Light,6,0.2,3.585,1.7925,0.2151,21.51
RXW-91413-276,15-08-2020,29588-35679-RG,Nicko Corps,119 Iowa Plaza,Columbia,United States,29220,No,R-D-2.5,Robust,Dark,2,2.5,20.585,0.8234,1.2351,41.17
RXW-91413-276,15-08-2020,29588-35679-RG,Nicko Corps,119 Iowa Plaza,Columbia,United States,29220,No,R-M-0.5,Robust,Medium,1,0.5,5.97,1.194,0.3582,5.97
SDB-77492-188,05-05-2022,64815-54078-HH,Feliks Babber,18 Helena Trail,Phoenix,United States,85025,Yes,E-L-1,Excelsa,Light,5,1,14.85,1.485,1.6335,74.25
RZN-65182-395,27-03-2021,59572-41990-XY,Kaja Loxton,8477 East Trail,Miami,United States,33233,No,L-M-1,Liberica,Medium,6,1,14.55,1.455,1.8915,87.3
HDQ-86094-507,27-04-2019,32481-61533-ZJ,Parker Tofful,97465 Almo Alley,Fresno,United States,93762,Yes,E-D-1,Excelsa,Dark,6,1,12.15,1.215,1.3365,72.9
YXO-79631-417,25-09-2021,31587-92570-HL,Casi Gwinnett,0 Elgar Parkway,Anaheim,United States,92825,No,L-D-0.5,Liberica,Dark,1,0.5,7.77,1.554,1.0101,7.77
SNF-57032-096,13-02-2020,93832-04799-ID,Saree Ellesworth,715 Oxford Lane,Newport News,United States,23605,No,E-D-0.5,Excelsa,Dark,6,0.5,7.29,1.458,0.8019,43.74
DGL-29648-995,16-07-2021,59367-30821-ZQ,Silvio Iorizzi,5 Dwight Plaza,Spartanburg,United States,29305,Yes,L-M-0.2,Liberica,Medium,2,0.2,4.365,2.1825,0.56745,8.73
GPU-65651-504,11-05-2022,83947-45528-ET,Leesa Flaonier,25 Saint Paul Drive,Staten Island,United States,10305,No,E-M-2.5,Excelsa,Medium,2,2.5,31.625,1.265,3.47875,63.25
OJU-34452-896,04-02-2019,60799-92593-CX,Abba Pummell,3 Service Pass,Las Vegas,United States,89115,Yes,E-L-0.5,Excelsa,Light,1,0.5,8.91,1.782,0.9801,8.91
GZS-50547-887,05-02-2019,61600-55136-UM,Corinna Catcheside,8 Kim Street,Salt Lake City,United States,84105,Yes,E-D-1,Excelsa,Dark,2,1,12.15,1.215,1.3365,24.3
ESR-54041-053,24-05-2022,59771-90302-OF,Cortney Gibbonson,861 David Crossing,Seattle,United States,98109,Yes,A-L-0.5,Arabica,Light,6,0.5,7.77,1.554,0.6993,46.62
OGD-10781-526,04-10-2020,16880-78077-FB,Terri Farra,06448 Burrows Terrace,Odessa,United States,79764,No,R-L-0.5,Robust,Light,6,0.5,7.17,1.434,0.4302,43.02
WNR-71736-993,05-02-2020,16880-78077-FB,Terri Farra,06448 Burrows Terrace,Odessa,United States,79764,No,L-D-0.5,Liberica,Dark,4,0.5,7.77,1.554,1.0101,31.08
WNR-71736-993,05-02-2020,16880-78077-FB,Terri Farra,06448 Burrows Terrace,Odessa,United States,79764,No,A-D-2.5,Arabica,Dark,6,2.5,22.885,0.9154,2.05965,137.31
JLJ-81802-619,20-06-2021,16880-78077-FB,Terri Farra,06448 Burrows Terrace,Odessa,United States,79764,No,A-L-1,Arabica,Light,6,1,12.95,1.295,1.1655,77.7
FVH-29271-315,30-06-2022,74415-50873-FC,Corney Curme,0535 Michigan Plaza,Castleknock,Ireland,K78,Yes,A-D-0.5,Arabica,Dark,3,0.5,5.97,1.194,0.5373,17.91
BNZ-20544-633,21-10-2020,31798-95707-NR,Gothart Bamfield,41203 Vernon Street,Irving,United States,75037,Yes,L-L-0.5,Liberica,Light,4,0.5,9.51,1.902,1.2363,38.04
FUX-85791-078,16-10-2020,59122-08794-WT,Waylin Hollingdale,3 Heath Trail,Dayton,United States,45426,Yes,A-M-0.2,Arabica,Medium,2,0.2,3.375,1.6875,0.30375,6.75
YXP-20078-116,23-09-2020,37238-52421-JJ,Judd De Leek,90 Saint Paul Plaza,Grand Rapids,United States,49560,Yes,R-M-0.5,Robust,Medium,1,0.5,5.97,1.194,0.3582,5.97
VQV-59984-866,08-03-2019,48854-01899-FN,Vanya Skullet,4 Grim Road,Balally,Ireland,D04,No,R-D-0.2,Robust,Dark,3,0.2,2.685,1.3425,0.1611,8.055
JEH-37276-048,30-06-2021,80896-38819-DW,Jany Rudeforth,614 Commercial Center,Tullyallen,Ireland,E25,Yes,A-L-0.5,Arabica,Light,3,0.5,7.77,1.554,0.6993,23.31
VYD-28555-589,13-08-2019,29814-01459-RC,Ashbey Tomaszewski,7685 Oxford Crossing,Sutton,United Kingdom,CT15,Yes,R-L-0.5,Robust,Light,6,0.5,7.17,1.434,0.4302,43.02
RJV-08261-583,26-03-2022,48497-29281-FE,Pren Bess,36559 Sommers Parkway,Los Angeles,United States,90010,Yes,A-D-0.2,Arabica,Dark,5,0.2,2.985,1.4925,0.26865,14.925
PMR-56062-609,10-01-2020,43605-12616-YH,Elka Windress,78 Anderson Alley,Baltimore,United States,21239,No,E-D-0.5,Excelsa,Dark,3,0.5,7.29,1.458,0.8019,21.87
XLD-12920-505,01-05-2019,21907-75962-VB,Marty Kidstoun,4 Sundown Circle,Harrisburg,United States,17126,Yes,E-L-0.5,Excelsa,Light,6,0.5,8.91,1.782,0.9801,53.46
UBW-50312-037,09-02-2020,69503-12127-YD,Nickey Dimbleby,525 Warner Hill,Dallas,United States,75216,No,A-L-2.5,Arabica,Light,4,2.5,29.785,1.1914,2.68065,119.14
QAW-05889-019,29-12-2021,68810-07329-EU,Virgil Baumadier,89508 Atwood Way,Kansas City,United States,64125,Yes,L-M-0.5,Liberica,Medium,5,0.5,8.73,1.746,1.1349,43.65
EPT-12715-397,09-09-2020,08478-75251-OG,Lenore Messenbird,7881 Dahle Center,Springfield,United States,62723,Yes,A-D-0.2,Arabica,Dark,6,0.2,2.985,1.4925,0.26865,17.91
DHT-93810-053,16-09-2021,17005-82030-EA,Shirleen Welds,002 Summer Ridge Terrace,New Haven,United States,6510,Yes,E-L-1,Excelsa,Light,5,1,14.85,1.485,1.6335,74.25
DMY-96037-963,26-10-2020,42179-95059-DO,Maisie Sarvar,83 Saint Paul Drive,Lawrenceville,United States,30045,Yes,L-D-0.2,Liberica,Dark,3,0.2,3.885,1.9425,0.50505,11.655
MBM-55936-917,12-03-2019,55989-39849-WO,Andrej Havick,720 Pennsylvania Pass,Asheville,United States,28805,Yes,L-D-0.5,Liberica,Dark,3,0.5,7.77,1.554,1.0101,23.31
TPA-93614-840,18-02-2021,28932-49296-TM,Sloan Diviny,3904 Birchwood Terrace,Saint Paul,United States,55123,Yes,E-D-0.5,Excelsa,Dark,2,0.5,7.29,1.458,0.8019,14.58
WDM-77521-710,29-10-2020,86144-10144-CB,Itch Norquoy,1 Welch Court,Minneapolis,United States,55458,No,A-M-0.5,Arabica,Medium,2,0.5,6.75,1.35,0.6075,13.5
EIP-19142-462,06-09-2021,60973-72562-DQ,Anson Iddison,8 Steensland Junction,Santa Ana,United States,92725,No,E-L-1,Excelsa,Light,6,1,14.85,1.485,1.6335,89.1
EIP-19142-462,06-09-2021,60973-72562-DQ,Anson Iddison,8 Steensland Junction,Santa Ana,United States,92725,No,A-L-0.2,Arabica,Light,1,0.2,3.885,1.9425,0.34965,3.885
ZZL-76364-387,09-09-2020,11263-86515-VU,Randal Longfield,513 Commercial Avenue,Minneapolis,United States,55458,No,R-L-2.5,Robust,Light,4,2.5,27.485,1.0994,1.6491,109.94
GMF-18638-786,26-09-2021,60004-62976-NI,Gregorius Kislingbury,4 Jenifer Street,Washington,United States,20420,Yes,L-D-0.5,Liberica,Dark,6,0.5,7.77,1.554,1.0101,46.62
TDJ-20844-787,05-11-2020,77876-28498-HI,Xenos Gibbons,002 7th Junction,San Bernardino,United States,92415,No,A-L-0.5,Arabica,Light,5,0.5,7.77,1.554,0.6993,38.85
BWK-39400-446,12-09-2019,61302-06948-EH,Fleur Parres,641 Steensland Pass,Rochester,United States,14609,Yes,L-D-0.5,Liberica,Dark,4,0.5,7.77,1.554,1.0101,31.08
LCB-02099-995,31-07-2019,06757-96251-UH,Gran Sibray,5018 Iowa Pass,Vancouver,United States,98664,Yes,A-D-0.2,Arabica,Dark,6,0.2,2.985,1.4925,0.26865,17.91
UBA-43678-174,15-03-2019,44530-75983-OD,Ingelbert Hotchkin,322 Basil Pass,Preston,United Kingdom,PR1,No,E-D-2.5,Excelsa,Dark,6,2.5,27.945,1.1178,3.07395,167.67
UDH-24280-432,16-05-2021,44865-58249-RY,Neely Broadberrie,8571 Buena Vista Junction,Washington,United States,20057,No,L-L-1,Liberica,Light,4,1,15.85,1.585,2.0605,63.4
IDQ-20193-502,06-05-2019,36021-61205-DF,Rutger Pithcock,2425 Corben Street,Knoxville,United States,37924,Yes,L-M-0.2,Liberica,Medium,2,0.2,4.365,2.1825,0.56745,8.73
DJG-14442-608,06-02-2019,75716-12782-SS,Gale Croysdale,1657 Delladonna Hill,Charleston,United States,25336,Yes,R-D-1,Robust,Dark,3,1,8.95,0.895,0.537,26.85
DWB-61381-370,09-04-2021,11812-00461-KH,Benedetto Gozzett,0389 Hintze Pass,Dallas,United States,75372,No,L-L-0.2,Liberica,Light,2,0.2,4.755,2.3775,0.61815,9.51
FRD-17347-990,20-05-2020,46681-78850-ZW,Tania Craggs,0 Eagan Parkway,Whitegate,Ireland,D15,No,A-D-1,Arabica,Dark,4,1,9.95,0.995,0.8955,39.8
YPP-27450-525,02-12-2020,01932-87052-KO,Leonie Cullrford,71 Sycamore Crossing,Chico,United States,95973,Yes,E-M-0.5,Excelsa,Medium,3,0.5,8.25,1.65,0.9075,24.75
EFC-39577-424,08-08-2021,16046-34805-ZF,Auguste Rizon,19 Merrick Pass,Little Rock,United States,72215,Yes,E-M-1,Excelsa,Medium,5,1,13.75,1.375,1.5125,68.75
LAW-80062-016,03-02-2022,34546-70516-LR,Lorin Guerrazzi,8244 La Follette Street,Balrothery,Ireland,K32,No,E-M-0.5,Excelsa,Medium,6,0.5,8.25,1.65,0.9075,49.5
WKL-27981-758,08-04-2022,73699-93557-FZ,Felice Miell,35 Hoepker Pass,New Brunswick,United States,8922,Yes,A-M-2.5,Arabica,Medium,2,2.5,25.875,1.035,2.32875,51.75
VRT-39834-265,07-01-2021,86686-37462-CK,Hamish Skeech,5662 Messerschmidt Lane,Valleymount,Ireland,A83,Yes,L-L-1,Liberica,Light,3,1,15.85,1.585,2.0605,47.55
QTC-71005-730,02-09-2021,14298-02150-KH,Giordano Lorenzin,577 Roth Pass,San Francisco,United States,94132,No,A-L-0.2,Arabica,Light,4,0.2,3.885,1.9425,0.34965,15.54
TNX-09857-717,04-11-2021,48675-07824-HJ,Harwilll Bishell,7960 Roth Center,Lafayette,United States,70505,Yes,L-M-1,Liberica,Medium,6,1,14.55,1.455,1.8915,87.3
JZV-43874-185,02-08-2021,18551-80943-YQ,Freeland Missenden,1 Randy Place,San Diego,United States,92191,Yes,A-M-1,Arabica,Medium,5,1,11.25,1.125,1.0125,56.25
